connectivity,content,distance,filler,interface,K
0.80 ,0.04,0.005,100,10,3.1668
0.80 ,0.04,0.005,100,20,3.23705
0.80 ,0.04,0.005,100,30,3.30705
0.80 ,0.04,0.005,100,40,3.37695
0.80 ,0.04,0.005,100,50,3.4467
0.80 ,0.04,0.005,200,10,5.906
0.80 ,0.04,0.005,200,20,5.9735
0.80 ,0.04,0.005,200,30,6.041
0.80 ,0.04,0.005,200,40,6.1085
0.80 ,0.04,0.005,200,50,6.1755
0.80 ,0.04,0.005,300,10,8.5705
0.80 ,0.04,0.005,300,20,8.637
0.80 ,0.04,0.005,300,30,8.703
0.80 ,0.04,0.005,300,40,8.7695
0.80 ,0.04,0.005,300,50,8.8355
0.80 ,0.04,0.005,400,10,11.1995
0.80 ,0.04,0.005,400,20,11.2655
0.80 ,0.04,0.005,400,30,11.331
0.80 ,0.04,0.005,400,40,11.3965
0.80 ,0.04,0.005,400,50,11.462
0.80 ,0.04,0.01,100,10,3.12595
0.80 ,0.04,0.01,100,20,3.19495
0.80 ,0.04,0.01,100,30,3.26385
0.80 ,0.04,0.01,100,40,3.33265
0.80 ,0.04,0.01,100,50,3.4013
0.80 ,0.04,0.01,200,10,5.8275
0.80 ,0.04,0.01,200,20,5.894
0.80 ,0.04,0.01,200,30,5.9605
0.80 ,0.04,0.01,200,40,6.027
0.80 ,0.04,0.01,200,50,6.0935
0.80 ,0.04,0.01,300,10,8.466
0.80 ,0.04,0.01,300,20,8.532
0.80 ,0.04,0.01,300,30,8.5975
0.80 ,0.04,0.01,300,40,8.663
0.80 ,0.04,0.01,300,50,8.7285
0.80 ,0.04,0.01,400,10,11.0775
0.80 ,0.04,0.01,400,20,11.1425
0.80 ,0.04,0.01,400,30,11.208
0.80 ,0.04,0.01,400,40,11.273
0.80 ,0.04,0.01,400,50,11.338
0.80 ,0.04,0.015,100,10,3.1028
0.80 ,0.04,0.015,100,20,3.17125
0.80 ,0.04,0.015,100,30,3.2395
0.80 ,0.04,0.015,100,40,3.3077
0.80 ,0.04,0.015,100,50,3.37585
0.80 ,0.04,0.015,200,10,5.786
0.80 ,0.04,0.015,200,20,5.8525
0.80 ,0.04,0.015,200,30,5.9185
0.80 ,0.04,0.015,200,40,5.9845
0.80 ,0.04,0.015,200,50,6.051
0.80 ,0.04,0.015,300,10,8.414
0.80 ,0.04,0.015,300,20,8.4795
0.80 ,0.04,0.015,300,30,8.545
0.80 ,0.04,0.015,300,40,8.6105
0.80 ,0.04,0.015,300,50,8.6755
0.80 ,0.04,0.015,400,10,11.019
0.80 ,0.04,0.015,400,20,11.084
0.80 ,0.04,0.015,400,30,11.149
0.80 ,0.04,0.015,400,40,11.214
0.80 ,0.04,0.015,400,50,11.279
0.80 ,0.04,0.02,100,10,3.0865
0.80 ,0.04,0.02,100,20,3.15455
0.80 ,0.04,0.02,100,30,3.2225
0.80 ,0.04,0.02,100,40,3.29035
0.80 ,0.04,0.02,100,50,3.3581
0.80 ,0.04,0.02,200,10,5.759
0.80 ,0.04,0.02,200,20,5.825
0.80 ,0.04,0.02,200,30,5.891
0.80 ,0.04,0.02,200,40,5.9565
0.80 ,0.04,0.02,200,50,6.0225
0.80 ,0.04,0.02,300,10,8.381
0.80 ,0.04,0.02,300,20,8.4465
0.80 ,0.04,0.02,300,30,8.512
0.80 ,0.04,0.02,300,40,8.577
0.80 ,0.04,0.02,300,50,8.642
0.80 ,0.04,0.02,400,10,10.9825
0.80 ,0.04,0.02,400,20,11.048
0.80 ,0.04,0.02,400,30,11.113
0.80 ,0.04,0.02,400,40,11.178
0.80 ,0.04,0.02,400,50,11.2425
0.80 ,0.04,0.025,100,10,3.07395
0.80 ,0.04,0.025,100,20,3.14175
0.80 ,0.04,0.025,100,30,3.20945
0.80 ,0.04,0.025,100,40,3.277
0.80 ,0.04,0.025,100,50,3.3445
0.80 ,0.04,0.025,200,10,5.739
0.80 ,0.04,0.025,200,20,5.8045
0.80 ,0.04,0.025,200,30,5.8705
0.80 ,0.04,0.025,200,40,5.9365
0.80 ,0.04,0.025,200,50,6.002
0.80 ,0.04,0.025,300,10,8.3575
0.80 ,0.04,0.025,300,20,8.423
0.80 ,0.04,0.025,300,30,8.488
0.80 ,0.04,0.025,300,40,8.5535
0.80 ,0.04,0.025,300,50,8.6185
0.80 ,0.04,0.025,400,10,10.958
0.80 ,0.04,0.025,400,20,11.023
0.80 ,0.04,0.025,400,30,11.088
0.80 ,0.04,0.025,400,40,11.1525
0.80 ,0.04,0.025,400,50,11.218
0.80 ,0.04,0.03,100,10,3.0638
0.80 ,0.04,0.03,100,20,3.1314
0.80 ,0.04,0.03,100,30,3.19885
0.80 ,0.04,0.03,100,40,3.26625
0.80 ,0.04,0.03,100,50,3.33355
0.80 ,0.04,0.03,200,10,5.7235
0.80 ,0.04,0.03,200,20,5.789
0.80 ,0.04,0.03,200,30,5.855
0.80 ,0.04,0.03,200,40,5.9205
0.80 ,0.04,0.03,200,50,5.986
0.80 ,0.04,0.03,300,10,8.34
0.80 ,0.04,0.03,300,20,8.4055
0.80 ,0.04,0.03,300,30,8.4705
0.80 ,0.04,0.03,300,40,8.5355
0.80 ,0.04,0.03,300,50,8.6005
0.80 ,0.04,0.03,400,10,10.94
0.80 ,0.04,0.03,400,20,11.005
0.80 ,0.04,0.03,400,30,11.07
0.80 ,0.04,0.03,400,40,11.135
0.80 ,0.04,0.03,400,50,11.1995
0.80 ,0.04,0.035,100,10,3.05535
0.80 ,0.04,0.035,100,20,3.12275
0.80 ,0.04,0.035,100,30,3.19005
0.80 ,0.04,0.035,100,40,3.2573
0.80 ,0.04,0.035,100,50,3.32445
0.80 ,0.04,0.035,200,10,5.711
0.80 ,0.04,0.035,200,20,5.7765
0.80 ,0.04,0.035,200,30,5.8425
0.80 ,0.04,0.035,200,40,5.908
0.80 ,0.04,0.035,200,50,5.9735
0.80 ,0.04,0.035,300,10,8.3265
0.80 ,0.04,0.035,300,20,8.3915
0.80 ,0.04,0.035,300,30,8.457
0.80 ,0.04,0.035,300,40,8.522
0.80 ,0.04,0.035,300,50,8.587
0.80 ,0.04,0.035,400,10,10.927
0.80 ,0.04,0.035,400,20,10.992
0.80 ,0.04,0.035,400,30,11.057
0.80 ,0.04,0.035,400,40,11.122
0.80 ,0.04,0.035,400,50,11.1865
0.80 ,0.04,0.04,100,10,3.04815
0.80 ,0.04,0.04,100,20,3.1154
0.80 ,0.04,0.04,100,30,3.1826
0.80 ,0.04,0.04,100,40,3.2497
0.80 ,0.04,0.04,100,50,3.31675
0.80 ,0.04,0.04,200,10,5.7005
0.80 ,0.04,0.04,200,20,5.7665
0.80 ,0.04,0.04,200,30,5.832
0.80 ,0.04,0.04,200,40,5.8975
0.80 ,0.04,0.04,200,50,5.9635
0.80 ,0.04,0.04,300,10,8.316
0.80 ,0.04,0.04,300,20,8.381
0.80 ,0.04,0.04,300,30,8.4465
0.80 ,0.04,0.04,300,40,8.5115
0.80 ,0.04,0.04,300,50,8.5765
0.80 ,0.04,0.04,400,10,10.917
0.80 ,0.04,0.04,400,20,10.982
0.80 ,0.04,0.04,400,30,11.047
0.80 ,0.04,0.04,400,40,11.112
0.80 ,0.04,0.04,400,50,11.177
0.80 ,0.04,0.045,100,10,3.04185
0.80 ,0.04,0.045,100,20,3.10905
0.80 ,0.04,0.045,100,30,3.17615
0.80 ,0.04,0.045,100,40,3.24315
0.80 ,0.04,0.045,100,50,3.3102
0.80 ,0.04,0.045,200,10,5.6925
0.80 ,0.04,0.045,200,20,5.758
0.80 ,0.04,0.045,200,30,5.8235
0.80 ,0.04,0.045,200,40,5.8895
0.80 ,0.04,0.045,200,50,5.955
0.80 ,0.04,0.045,300,10,8.3075
0.80 ,0.04,0.045,300,20,8.373
0.80 ,0.04,0.045,300,30,8.438
0.80 ,0.04,0.045,300,40,8.503
0.80 ,0.04,0.045,300,50,8.5685
0.80 ,0.04,0.045,400,10,10.9095
0.80 ,0.04,0.045,400,20,10.975
0.80 ,0.04,0.045,400,30,11.0395
0.80 ,0.04,0.045,400,40,11.1045
0.80 ,0.04,0.045,400,50,11.1695
0.80 ,0.04,0.05,100,10,3.0364
0.80 ,0.04,0.05,100,20,3.1035
0.80 ,0.04,0.05,100,30,3.1705
0.80 ,0.04,0.05,100,40,3.23745
0.80 ,0.04,0.05,100,50,3.30435
0.80 ,0.04,0.05,200,10,5.6855
0.80 ,0.04,0.05,200,20,5.751
0.80 ,0.04,0.05,200,30,5.8165
0.80 ,0.04,0.05,200,40,5.882
0.80 ,0.04,0.05,200,50,5.948
0.80 ,0.04,0.05,300,10,8.301
0.80 ,0.04,0.05,300,20,8.366
0.80 ,0.04,0.05,300,30,8.4315
0.80 ,0.04,0.05,300,40,8.4965
0.80 ,0.04,0.05,300,50,8.5615
0.80 ,0.04,0.05,400,10,10.9045
0.80 ,0.04,0.05,400,20,10.9695
0.80 ,0.04,0.05,400,30,11.0345
0.80 ,0.04,0.05,400,40,11.0995
0.80 ,0.04,0.05,400,50,11.164
0.80 ,0.06,0.005,100,10,4.6074
0.80 ,0.06,0.005,100,20,4.7109
0.80 ,0.06,0.005,100,30,4.814
0.80 ,0.06,0.005,100,40,4.9169
0.80 ,0.06,0.005,100,50,5.0195
0.80 ,0.06,0.005,200,10,8.6475
0.80 ,0.06,0.005,200,20,8.748
0.80 ,0.06,0.005,200,30,8.8475
0.80 ,0.06,0.005,200,40,8.947
0.80 ,0.06,0.005,200,50,9.0465
0.80 ,0.06,0.005,300,10,12.596
0.80 ,0.06,0.005,300,20,12.695
0.80 ,0.06,0.005,300,30,12.7935
0.80 ,0.06,0.005,300,40,12.8915
0.80 ,0.06,0.005,300,50,12.9895
0.80 ,0.06,0.005,400,10,16.5045
0.80 ,0.06,0.005,400,20,16.603
0.80 ,0.06,0.005,400,30,16.701
0.80 ,0.06,0.005,400,40,16.7985
0.80 ,0.06,0.005,400,50,16.896
0.80 ,0.06,0.01,100,10,4.5367
0.80 ,0.06,0.01,100,20,4.63835
0.80 ,0.06,0.01,100,30,4.7397
0.80 ,0.06,0.01,100,40,4.8409
0.80 ,0.06,0.01,100,50,4.94195
0.80 ,0.06,0.01,200,10,8.5245
0.80 ,0.06,0.01,200,20,8.6235
0.80 ,0.06,0.01,200,30,8.722
0.80 ,0.06,0.01,200,40,8.8205
0.80 ,0.06,0.01,200,50,8.919
0.80 ,0.06,0.01,300,10,12.442
0.80 ,0.06,0.01,300,20,12.5395
0.80 ,0.06,0.01,300,30,12.6375
0.80 ,0.06,0.01,300,40,12.735
0.80 ,0.06,0.01,300,50,12.8325
0.80 ,0.06,0.01,400,10,16.331
0.80 ,0.06,0.01,400,20,16.4285
0.80 ,0.06,0.01,400,30,16.526
0.80 ,0.06,0.01,400,40,16.623
0.80 ,0.06,0.01,400,50,16.72
0.80 ,0.06,0.015,100,10,4.4993
0.80 ,0.06,0.015,100,20,4.6001
0.80 ,0.06,0.015,100,30,4.70065
0.80 ,0.06,0.015,100,40,4.8011
0.80 ,0.06,0.015,100,50,4.90145
0.80 ,0.06,0.015,200,10,8.465
0.80 ,0.06,0.015,200,20,8.5635
0.80 ,0.06,0.015,200,30,8.6615
0.80 ,0.06,0.015,200,40,8.7595
0.80 ,0.06,0.015,200,50,8.858
0.80 ,0.06,0.015,300,10,12.3715
0.80 ,0.06,0.015,300,20,12.469
0.80 ,0.06,0.015,300,30,12.5665
0.80 ,0.06,0.015,300,40,12.6635
0.80 ,0.06,0.015,300,50,12.761
0.80 ,0.06,0.015,400,10,16.255
0.80 ,0.06,0.015,400,20,16.3525
0.80 ,0.06,0.015,400,30,16.4495
0.80 ,0.06,0.015,400,40,16.5465
0.80 ,0.06,0.015,400,50,16.6435
0.80 ,0.06,0.02,100,10,4.4743
0.80 ,0.06,0.02,100,20,4.5746
0.80 ,0.06,0.02,100,30,4.6747
0.80 ,0.06,0.02,100,40,4.7747
0.80 ,0.06,0.02,100,50,4.8746
0.80 ,0.06,0.02,200,10,8.428
0.80 ,0.06,0.02,200,20,8.526
0.80 ,0.06,0.02,200,30,8.624
0.80 ,0.06,0.02,200,40,8.722
0.80 ,0.06,0.02,200,50,8.82
0.80 ,0.06,0.02,300,10,12.3295
0.80 ,0.06,0.02,300,20,12.427
0.80 ,0.06,0.02,300,30,12.524
0.80 ,0.06,0.02,300,40,12.6215
0.80 ,0.06,0.02,300,50,12.7185
0.80 ,0.06,0.02,400,10,16.2115
0.80 ,0.06,0.02,400,20,16.3085
0.80 ,0.06,0.02,400,30,16.4055
0.80 ,0.06,0.02,400,40,16.5025
0.80 ,0.06,0.02,400,50,16.5995
0.80 ,0.06,0.025,100,10,4.4557
0.80 ,0.06,0.025,100,20,4.5557
0.80 ,0.06,0.025,100,30,4.6555
0.80 ,0.06,0.025,100,40,4.7552
0.80 ,0.06,0.025,100,50,4.85485
0.80 ,0.06,0.025,200,10,8.402
0.80 ,0.06,0.025,200,20,8.4995
0.80 ,0.06,0.025,200,30,8.5975
0.80 ,0.06,0.025,200,40,8.6955
0.80 ,0.06,0.025,200,50,8.793
0.80 ,0.06,0.025,300,10,12.301
0.80 ,0.06,0.025,300,20,12.3985
0.80 ,0.06,0.025,300,30,12.4955
0.80 ,0.06,0.025,300,40,12.593
0.80 ,0.06,0.025,300,50,12.69
0.80 ,0.06,0.025,400,10,16.1835
0.80 ,0.06,0.025,400,20,16.2805
0.80 ,0.06,0.025,400,30,16.3775
0.80 ,0.06,0.025,400,40,16.4745
0.80 ,0.06,0.025,400,50,16.5715
0.80 ,0.06,0.03,100,10,4.4412
0.80 ,0.06,0.03,100,20,4.54095
0.80 ,0.06,0.03,100,30,4.64055
0.80 ,0.06,0.03,100,40,4.74005
0.80 ,0.06,0.03,100,50,4.83945
0.80 ,0.06,0.03,200,10,8.3825
0.80 ,0.06,0.03,200,20,8.4805
0.80 ,0.06,0.03,200,30,8.578
0.80 ,0.06,0.03,200,40,8.676
0.80 ,0.06,0.03,200,50,8.7735
0.80 ,0.06,0.03,300,10,12.281
0.80 ,0.06,0.03,300,20,12.3785
0.80 ,0.06,0.03,300,30,12.4755
0.80 ,0.06,0.03,300,40,12.573
0.80 ,0.06,0.03,300,50,12.67
0.80 ,0.06,0.03,400,10,16.1645
0.80 ,0.06,0.03,400,20,16.2615
0.80 ,0.06,0.03,400,30,16.3585
0.80 ,0.06,0.03,400,40,16.4555
0.80 ,0.06,0.03,400,50,16.5525
0.80 ,0.06,0.035,100,10,4.42935
0.80 ,0.06,0.035,100,20,4.52895
0.80 ,0.06,0.035,100,30,4.6284
0.80 ,0.06,0.035,100,40,4.72775
0.80 ,0.06,0.035,100,50,4.82705
0.80 ,0.06,0.035,200,10,8.3675
0.80 ,0.06,0.035,200,20,8.4655
0.80 ,0.06,0.035,200,30,8.563
0.80 ,0.06,0.035,200,40,8.661
0.80 ,0.06,0.035,200,50,8.7585
0.80 ,0.06,0.035,300,10,12.2665
0.80 ,0.06,0.035,300,20,12.364
0.80 ,0.06,0.035,300,30,12.461
0.80 ,0.06,0.035,300,40,12.5585
0.80 ,0.06,0.035,300,50,12.6555
0.80 ,0.06,0.035,400,10,16.152
0.80 ,0.06,0.035,400,20,16.249
0.80 ,0.06,0.035,400,30,16.346
0.80 ,0.06,0.035,400,40,16.443
0.80 ,0.06,0.035,400,50,16.54
0.80 ,0.06,0.04,100,10,4.41955
0.80 ,0.06,0.04,100,20,4.519
0.80 ,0.06,0.04,100,30,4.61835
0.80 ,0.06,0.04,100,40,4.7176
0.80 ,0.06,0.04,100,50,4.81675
0.80 ,0.06,0.04,200,10,8.356
0.80 ,0.06,0.04,200,20,8.4535
0.80 ,0.06,0.04,200,30,8.5515
0.80 ,0.06,0.04,200,40,8.6495
0.80 ,0.06,0.04,200,50,8.747
0.80 ,0.06,0.04,300,10,12.256
0.80 ,0.06,0.04,300,20,12.3535
0.80 ,0.06,0.04,300,30,12.4505
0.80 ,0.06,0.04,300,40,12.548
0.80 ,0.06,0.04,300,50,12.645
0.80 ,0.06,0.04,400,10,16.1435
0.80 ,0.06,0.04,400,20,16.2405
0.80 ,0.06,0.04,400,30,16.3375
0.80 ,0.06,0.04,400,40,16.435
0.80 ,0.06,0.04,400,50,16.532
0.80 ,0.06,0.045,100,10,4.4113
0.80 ,0.06,0.045,100,20,4.5107
0.80 ,0.06,0.045,100,30,4.60995
0.80 ,0.06,0.045,100,40,4.7091
0.80 ,0.06,0.045,100,50,4.8082
0.80 ,0.06,0.045,200,10,8.3465
0.80 ,0.06,0.045,200,20,8.4445
0.80 ,0.06,0.045,200,30,8.5425
0.80 ,0.06,0.045,200,40,8.64
0.80 ,0.06,0.045,200,50,8.738
0.80 ,0.06,0.045,300,10,12.2485
0.80 ,0.06,0.045,300,20,12.3455
0.80 ,0.06,0.045,300,30,12.443
0.80 ,0.06,0.045,300,40,12.5405
0.80 ,0.06,0.045,300,50,12.638
0.80 ,0.06,0.045,400,10,16.138
0.80 ,0.06,0.045,400,20,16.2355
0.80 ,0.06,0.045,400,30,16.3325
0.80 ,0.06,0.045,400,40,16.43
0.80 ,0.06,0.045,400,50,16.527
0.80 ,0.06,0.05,100,10,4.40425
0.80 ,0.06,0.05,100,20,4.5036
0.80 ,0.06,0.05,100,30,4.60275
0.80 ,0.06,0.05,100,40,4.7019
0.80 ,0.06,0.05,100,50,4.80095
0.80 ,0.06,0.05,200,10,8.3395
0.80 ,0.06,0.05,200,20,8.4375
0.80 ,0.06,0.05,200,30,8.535
0.80 ,0.06,0.05,200,40,8.633
0.80 ,0.06,0.05,200,50,8.7305
0.80 ,0.06,0.05,300,10,12.243
0.80 ,0.06,0.05,300,20,12.3405
0.80 ,0.06,0.05,300,30,12.438
0.80 ,0.06,0.05,300,40,12.535
0.80 ,0.06,0.05,300,50,12.6325
0.80 ,0.06,0.05,400,10,16.1355
0.80 ,0.06,0.05,400,20,16.233
0.80 ,0.06,0.05,400,30,16.33
0.80 ,0.06,0.05,400,40,16.4275
0.80 ,0.06,0.05,400,50,16.5245
0.80 ,0.08,0.005,100,10,6.033
0.80 ,0.08,0.005,100,20,6.1695
0.80 ,0.08,0.005,100,30,6.3055
0.80 ,0.08,0.005,100,40,6.441
0.80 ,0.08,0.005,100,50,6.5765
0.80 ,0.08,0.005,200,10,11.3685
0.80 ,0.08,0.005,200,20,11.5015
0.80 ,0.08,0.005,200,30,11.6335
0.80 ,0.08,0.005,200,40,11.7655
0.80 ,0.08,0.005,200,50,11.897
0.80 ,0.08,0.005,300,10,16.6005
0.80 ,0.08,0.005,300,20,16.732
0.80 ,0.08,0.005,300,30,16.863
0.80 ,0.08,0.005,300,40,16.9935
0.80 ,0.08,0.005,300,50,17.1235
0.80 ,0.08,0.005,400,10,21.79
0.80 ,0.08,0.005,400,20,21.9215
0.80 ,0.08,0.005,400,30,22.0515
0.80 ,0.08,0.005,400,40,22.181
0.80 ,0.08,0.005,400,50,22.3105
0.80 ,0.08,0.01,100,10,5.9305
0.80 ,0.08,0.01,100,20,6.0645
0.80 ,0.08,0.01,100,30,6.1985
0.80 ,0.08,0.01,100,40,6.332
0.80 ,0.08,0.01,100,50,6.465
0.80 ,0.08,0.01,200,10,11.202
0.80 ,0.08,0.01,200,20,11.333
0.80 ,0.08,0.01,200,30,11.4635
0.80 ,0.08,0.01,200,40,11.594
0.80 ,0.08,0.01,200,50,11.7245
0.80 ,0.08,0.01,300,10,16.3985
0.80 ,0.08,0.01,300,20,16.529
0.80 ,0.08,0.01,300,30,16.6585
0.80 ,0.08,0.01,300,40,16.788
0.80 ,0.08,0.01,300,50,16.9175
0.80 ,0.08,0.01,400,10,21.5675
0.80 ,0.08,0.01,400,20,21.6975
0.80 ,0.08,0.01,400,30,21.8265
0.80 ,0.08,0.01,400,40,21.956
0.80 ,0.08,0.01,400,50,22.085
0.80 ,0.08,0.015,100,10,5.879
0.80 ,0.08,0.015,100,20,6.012
0.80 ,0.08,0.015,100,30,6.145
0.80 ,0.08,0.015,100,40,6.2775
0.80 ,0.08,0.015,100,50,6.41
0.80 ,0.08,0.015,200,10,11.126
0.80 ,0.08,0.015,200,20,11.2565
0.80 ,0.08,0.015,200,30,11.3865
0.80 ,0.08,0.015,200,40,11.5165
0.80 ,0.08,0.015,200,50,11.6465
0.80 ,0.08,0.015,300,10,16.312
0.80 ,0.08,0.015,300,20,16.4415
0.80 ,0.08,0.015,300,30,16.571
0.80 ,0.08,0.015,300,40,16.7005
0.80 ,0.08,0.015,300,50,16.8295
0.80 ,0.08,0.015,400,10,21.476
0.80 ,0.08,0.015,400,20,21.6055
0.80 ,0.08,0.015,400,30,21.735
0.80 ,0.08,0.015,400,40,21.864
0.80 ,0.08,0.015,400,50,21.993
0.80 ,0.08,0.02,100,10,5.846
0.80 ,0.08,0.02,100,20,5.9785
0.80 ,0.08,0.02,100,30,6.1105
0.80 ,0.08,0.02,100,40,6.2425
0.80 ,0.08,0.02,100,50,6.3745
0.80 ,0.08,0.02,200,10,11.08
0.80 ,0.08,0.02,200,20,11.2105
0.80 ,0.08,0.02,200,30,11.3405
0.80 ,0.08,0.02,200,40,11.47
0.80 ,0.08,0.02,200,50,11.6
0.80 ,0.08,0.02,300,10,16.2625
0.80 ,0.08,0.02,300,20,16.392
0.80 ,0.08,0.02,300,30,16.521
0.80 ,0.08,0.02,300,40,16.6505
0.80 ,0.08,0.02,300,50,16.78
0.80 ,0.08,0.02,400,10,21.4265
0.80 ,0.08,0.02,400,20,21.556
0.80 ,0.08,0.02,400,30,21.685
0.80 ,0.08,0.02,400,40,21.814
0.80 ,0.08,0.02,400,50,21.943
0.80 ,0.08,0.025,100,10,5.822
0.80 ,0.08,0.025,100,20,5.954
0.80 ,0.08,0.025,100,30,6.086
0.80 ,0.08,0.025,100,40,6.2175
0.80 ,0.08,0.025,100,50,6.3495
0.80 ,0.08,0.025,200,10,11.049
0.80 ,0.08,0.025,200,20,11.1795
0.80 ,0.08,0.025,200,30,11.309
0.80 ,0.08,0.025,200,40,11.439
0.80 ,0.08,0.025,200,50,11.569
0.80 ,0.08,0.025,300,10,16.2305
0.80 ,0.08,0.025,300,20,16.36
0.80 ,0.08,0.025,300,30,16.4895
0.80 ,0.08,0.025,300,40,16.619
0.80 ,0.08,0.025,300,50,16.748
0.80 ,0.08,0.025,400,10,21.3965
0.80 ,0.08,0.025,400,20,21.5255
0.80 ,0.08,0.025,400,30,21.655
0.80 ,0.08,0.025,400,40,21.784
0.80 ,0.08,0.025,400,50,21.913
0.80 ,0.08,0.03,100,10,5.8035
0.80 ,0.08,0.03,100,20,5.9355
0.80 ,0.08,0.03,100,30,6.067
0.80 ,0.08,0.03,100,40,6.1985
0.80 ,0.08,0.03,100,50,6.33
0.80 ,0.08,0.03,200,10,11.027
0.80 ,0.08,0.03,200,20,11.157
0.80 ,0.08,0.03,200,30,11.287
0.80 ,0.08,0.03,200,40,11.417
0.80 ,0.08,0.03,200,50,11.5465
0.80 ,0.08,0.03,300,10,16.2095
0.80 ,0.08,0.03,300,20,16.339
0.80 ,0.08,0.03,300,30,16.468
0.80 ,0.08,0.03,300,40,16.5975
0.80 ,0.08,0.03,300,50,16.727
0.80 ,0.08,0.03,400,10,21.3775
0.80 ,0.08,0.03,400,20,21.507
0.80 ,0.08,0.03,400,30,21.636
0.80 ,0.08,0.03,400,40,21.7655
0.80 ,0.08,0.03,400,50,21.8945
0.80 ,0.08,0.035,100,10,5.789
0.80 ,0.08,0.035,100,20,5.921
0.80 ,0.08,0.035,100,30,6.0525
0.80 ,0.08,0.035,100,40,6.184
0.80 ,0.08,0.035,100,50,6.315
0.80 ,0.08,0.035,200,10,11.0105
0.80 ,0.08,0.035,200,20,11.1405
0.80 ,0.08,0.035,200,30,11.2705
0.80 ,0.08,0.035,200,40,11.4005
0.80 ,0.08,0.035,200,50,11.5305
0.80 ,0.08,0.035,300,10,16.195
0.80 ,0.08,0.035,300,20,16.3245
0.80 ,0.08,0.035,300,30,16.454
0.80 ,0.08,0.035,300,40,16.583
0.80 ,0.08,0.035,300,50,16.7125
0.80 ,0.08,0.035,400,10,21.3665
0.80 ,0.08,0.035,400,20,21.496
0.80 ,0.08,0.035,400,30,21.625
0.80 ,0.08,0.035,400,40,21.7545
0.80 ,0.08,0.035,400,50,21.8835
0.80 ,0.08,0.04,100,10,5.7775
0.80 ,0.08,0.04,100,20,5.909
0.80 ,0.08,0.04,100,30,6.0405
0.80 ,0.08,0.04,100,40,6.172
0.80 ,0.08,0.04,100,50,6.303
0.80 ,0.08,0.04,200,10,10.9985
0.80 ,0.08,0.04,200,20,11.1285
0.80 ,0.08,0.04,200,30,11.2585
0.80 ,0.08,0.04,200,40,11.3885
0.80 ,0.08,0.04,200,50,11.518
0.80 ,0.08,0.04,300,10,16.185
0.80 ,0.08,0.04,300,20,16.3145
0.80 ,0.08,0.04,300,30,16.444
0.80 ,0.08,0.04,300,40,16.5735
0.80 ,0.08,0.04,300,50,16.703
0.80 ,0.08,0.04,400,10,21.3605
0.80 ,0.08,0.04,400,20,21.49
0.80 ,0.08,0.04,400,30,21.619
0.80 ,0.08,0.04,400,40,21.7485
0.80 ,0.08,0.04,400,50,21.878
0.80 ,0.08,0.045,100,10,5.7675
0.80 ,0.08,0.045,100,20,5.899
0.80 ,0.08,0.045,100,30,6.0305
0.80 ,0.08,0.045,100,40,6.162
0.80 ,0.08,0.045,100,50,6.293
0.80 ,0.08,0.045,200,10,10.989
0.80 ,0.08,0.045,200,20,11.119
0.80 ,0.08,0.045,200,30,11.249
0.80 ,0.08,0.045,200,40,11.379
0.80 ,0.08,0.045,200,50,11.509
0.80 ,0.08,0.045,300,10,16.179
0.80 ,0.08,0.045,300,20,16.3085
0.80 ,0.08,0.045,300,30,16.438
0.80 ,0.08,0.045,300,40,16.5675
0.80 ,0.08,0.045,300,50,16.6975
0.80 ,0.08,0.045,400,10,21.358
0.80 ,0.08,0.045,400,20,21.4875
0.80 ,0.08,0.045,400,30,21.617
0.80 ,0.08,0.045,400,40,21.7465
0.80 ,0.08,0.045,400,50,21.876
0.80 ,0.08,0.05,100,10,5.7595
0.80 ,0.08,0.05,100,20,5.891
0.80 ,0.08,0.05,100,30,6.0225
0.80 ,0.08,0.05,100,40,6.154
0.80 ,0.08,0.05,100,50,6.285
0.80 ,0.08,0.05,200,10,10.982
0.80 ,0.08,0.05,200,20,11.1125
0.80 ,0.08,0.05,200,30,11.2425
0.80 ,0.08,0.05,200,40,11.3725
0.80 ,0.08,0.05,200,50,11.5025
0.80 ,0.08,0.05,300,10,16.1755
0.80 ,0.08,0.05,300,20,16.305
0.80 ,0.08,0.05,300,30,16.435
0.80 ,0.08,0.05,300,40,16.5645
0.80 ,0.08,0.05,300,50,16.694
0.80 ,0.08,0.05,400,10,21.359
0.80 ,0.08,0.05,400,20,21.4885
0.80 ,0.08,0.05,400,30,21.618
0.80 ,0.08,0.05,400,40,21.7475
0.80 ,0.08,0.05,400,50,21.877
0.80 ,0.1,0.005,100,10,7.4495
0.80 ,0.1,0.005,100,20,7.6195
0.80 ,0.1,0.005,100,30,7.788
0.80 ,0.1,0.005,100,40,7.9565
0.80 ,0.1,0.005,100,50,8.1245
0.80 ,0.1,0.005,200,10,14.079
0.80 ,0.1,0.005,200,20,14.245
0.80 ,0.1,0.005,200,30,14.4095
0.80 ,0.1,0.005,200,40,14.5735
0.80 ,0.1,0.005,200,50,14.7375
0.80 ,0.1,0.005,300,10,20.595
0.80 ,0.1,0.005,300,20,20.7595
0.80 ,0.1,0.005,300,30,20.9225
0.80 ,0.1,0.005,300,40,21.085
0.80 ,0.1,0.005,300,50,21.2475
0.80 ,0.1,0.005,400,10,27.066
0.80 ,0.1,0.005,400,20,27.2305
0.80 ,0.1,0.005,400,30,27.3925
0.80 ,0.1,0.005,400,40,27.5545
