connectivity,content,distance,filler,interface,K
0.00 ,0.08,0.005,200,20,4.15735
0.00 ,0.08,0.005,200,30,4.17465
0.00 ,0.08,0.005,200,40,4.19055
0.00 ,0.08,0.005,200,50,4.20575
0.00 ,0.08,0.005,300,10,4.58965
0.00 ,0.08,0.005,300,20,4.60675
0.00 ,0.08,0.005,300,30,4.618
0.00 ,0.08,0.005,300,40,4.6277
0.00 ,0.08,0.005,300,50,4.6368
0.00 ,0.08,0.005,400,10,4.85975
0.00 ,0.08,0.005,400,20,4.8748
0.00 ,0.08,0.005,400,30,4.8834
0.00 ,0.08,0.005,400,40,4.8903
0.00 ,0.08,0.005,400,50,4.8965
0.00 ,0.08,0.01,100,10,2.61785
0.00 ,0.08,0.01,100,20,2.64265
0.00 ,0.08,0.01,100,30,2.66535
0.00 ,0.08,0.01,100,40,2.6871
0.00 ,0.08,0.01,100,50,2.7081
0.00 ,0.08,0.01,200,10,3.189
0.00 ,0.08,0.01,200,20,3.20105
0.00 ,0.08,0.01,200,30,3.2108
0.00 ,0.08,0.01,200,40,3.21985
0.00 ,0.08,0.01,200,50,3.22855
0.00 ,0.08,0.01,300,10,3.4472
0.00 ,0.08,0.01,300,20,3.45565
0.00 ,0.08,0.01,300,30,3.46155
0.00 ,0.08,0.01,300,40,3.4667
0.00 ,0.08,0.01,300,50,3.4716
0.00 ,0.08,0.01,400,10,3.5944
0.00 ,0.08,0.01,400,20,3.60135
0.00 ,0.08,0.01,400,30,3.6056
0.00 ,0.08,0.01,400,40,3.6091
0.00 ,0.08,0.01,400,50,3.61235
0.00 ,0.08,0.015,100,10,2.30185
0.00 ,0.08,0.015,100,20,2.3205
0.00 ,0.08,0.015,100,30,2.3377
0.00 ,0.08,0.015,100,40,2.3541
0.00 ,0.08,0.015,100,50,2.36995
0.00 ,0.08,0.015,200,10,2.72455
0.00 ,0.08,0.015,200,20,2.73295
0.00 ,0.08,0.015,200,30,2.7399
0.00 ,0.08,0.015,200,40,2.74635
0.00 ,0.08,0.015,200,50,2.75255
0.00 ,0.08,0.015,300,10,2.9079
0.00 ,0.08,0.015,300,20,2.91355
0.00 ,0.08,0.015,300,30,2.91755
0.00 ,0.08,0.015,300,40,2.92115
0.00 ,0.08,0.015,300,50,2.9245
0.00 ,0.08,0.015,400,10,3.0103
0.00 ,0.08,0.015,400,20,3.01485
0.00 ,0.08,0.015,400,30,3.0177
0.00 ,0.08,0.015,400,40,3.02005
0.00 ,0.08,0.015,400,50,3.02225
0.00 ,0.08,0.02,100,10,2.0866
0.00 ,0.08,0.02,100,20,2.10165
0.00 ,0.08,0.02,100,30,2.11555
0.00 ,0.08,0.02,100,40,2.1288
0.00 ,0.08,0.02,100,50,2.14155
0.00 ,0.08,0.02,200,10,2.423
0.00 ,0.08,0.02,200,20,2.42945
0.00 ,0.08,0.02,200,30,2.4348
0.00 ,0.08,0.02,200,40,2.4398
0.00 ,0.08,0.02,200,50,2.44465
0.00 ,0.08,0.02,300,10,2.565
0.00 ,0.08,0.02,300,20,2.56915
0.00 ,0.08,0.02,300,30,2.5722
0.00 ,0.08,0.02,300,40,2.57495
0.00 ,0.08,0.02,300,50,2.5775
0.00 ,0.08,0.02,400,10,2.64335
0.00 ,0.08,0.02,400,20,2.6466
0.00 ,0.08,0.02,400,30,2.6487
0.00 ,0.08,0.02,400,40,2.6505
0.00 ,0.08,0.02,400,50,2.65215
0.00 ,0.08,0.025,100,10,1.9231
0.00 ,0.08,0.025,100,20,1.9357
0.00 ,0.08,0.025,100,30,1.94735
0.00 ,0.08,0.025,100,40,1.9584
0.00 ,0.08,0.025,100,50,1.9691
0.00 ,0.08,0.025,200,10,2.2014
0.00 ,0.08,0.025,200,20,2.20665
0.00 ,0.08,0.025,200,30,2.21105
0.00 ,0.08,0.025,200,40,2.21515
0.00 ,0.08,0.025,200,50,2.21905
0.00 ,0.08,0.025,300,10,2.31655
0.00 ,0.08,0.025,300,20,2.3199
0.00 ,0.08,0.025,300,30,2.32235
0.00 ,0.08,0.025,300,40,2.3246
0.00 ,0.08,0.025,300,50,2.32665
0.00 ,0.08,0.025,400,10,2.37945
0.00 ,0.08,0.025,400,20,2.3821
0.00 ,0.08,0.025,400,30,2.38375
0.00 ,0.08,0.025,400,40,2.3852
0.00 ,0.08,0.025,400,50,2.3866
0.00 ,0.08,0.03,100,10,1.7911
0.00 ,0.08,0.03,100,20,1.80185
0.00 ,0.08,0.03,100,30,1.8118
0.00 ,0.08,0.03,100,40,1.8213
0.00 ,0.08,0.03,100,50,1.8304
0.00 ,0.08,0.03,200,10,2.027
0.00 ,0.08,0.03,200,20,2.03135
0.00 ,0.08,0.03,200,30,2.03495
0.00 ,0.08,0.03,200,40,2.03835
0.00 ,0.08,0.03,200,50,2.04165
0.00 ,0.08,0.03,300,10,2.123
0.00 ,0.08,0.03,300,20,2.12575
0.00 ,0.08,0.03,300,30,2.12775
0.00 ,0.08,0.03,300,40,2.12955
0.00 ,0.08,0.03,300,50,2.13125
0.00 ,0.08,0.03,400,10,2.1751
0.00 ,0.08,0.03,400,20,2.1772
0.00 ,0.08,0.03,400,30,2.17855
0.00 ,0.08,0.03,400,40,2.17975
0.00 ,0.08,0.03,400,50,2.1808
0.00 ,0.08,0.035,100,10,1.6804
0.00 ,0.08,0.035,100,20,1.6898
0.00 ,0.08,0.035,100,30,1.69845
0.00 ,0.08,0.035,100,40,1.70665
0.00 ,0.08,0.035,100,50,1.7146
0.00 ,0.08,0.035,200,10,1.8838
0.00 ,0.08,0.035,200,20,1.88755
0.00 ,0.08,0.035,200,30,1.89065
0.00 ,0.08,0.035,200,40,1.89355
0.00 ,0.08,0.035,200,50,1.89635
0.00 ,0.08,0.035,300,10,1.9655
0.00 ,0.08,0.035,300,20,1.96785
0.00 ,0.08,0.035,300,30,1.96955
0.00 ,0.08,0.035,300,40,1.9711
0.00 ,0.08,0.035,300,50,1.97255
0.00 ,0.08,0.035,400,10,2.00955
0.00 ,0.08,0.035,400,20,2.0114
0.00 ,0.08,0.035,400,30,2.01255
0.00 ,0.08,0.035,400,40,2.01355
0.00 ,0.08,0.035,400,50,2.01445
0.00 ,0.08,0.04,100,10,1.5852
0.00 ,0.08,0.04,100,20,1.59345
0.00 ,0.08,0.04,100,30,1.60105
0.00 ,0.08,0.04,100,40,1.60825
0.00 ,0.08,0.04,100,50,1.6152
0.00 ,0.08,0.04,200,10,1.76275
0.00 ,0.08,0.04,200,20,1.766
0.00 ,0.08,0.04,200,30,1.7687
0.00 ,0.08,0.04,200,40,1.7712
0.00 ,0.08,0.04,200,50,1.77365
0.00 ,0.08,0.04,300,10,1.8333
0.00 ,0.08,0.04,300,20,1.83525
0.00 ,0.08,0.04,300,30,1.83675
0.00 ,0.08,0.04,300,40,1.83805
0.00 ,0.08,0.04,300,50,1.8393
0.00 ,0.08,0.04,400,10,1.87115
0.00 ,0.08,0.04,400,20,1.87265
0.00 ,0.08,0.04,400,30,1.8737
0.00 ,0.08,0.04,400,40,1.87455
0.00 ,0.08,0.04,400,50,1.87535
0.00 ,0.08,0.045,100,10,1.50185
0.00 ,0.08,0.045,100,20,1.5092
0.00 ,0.08,0.045,100,30,1.51595
0.00 ,0.08,0.045,100,40,1.52235
0.00 ,0.08,0.045,100,50,1.5285
0.00 ,0.08,0.045,200,10,1.6585
0.00 ,0.08,0.045,200,20,1.6613
0.00 ,0.08,0.045,200,30,1.66365
0.00 ,0.08,0.045,200,40,1.66585
0.00 ,0.08,0.045,200,50,1.668
0.00 ,0.08,0.045,300,10,1.7201
0.00 ,0.08,0.045,300,20,1.7218
0.00 ,0.08,0.045,300,30,1.7231
0.00 ,0.08,0.045,300,40,1.72425
0.00 ,0.08,0.045,300,50,1.72535
0.00 ,0.08,0.045,400,10,1.753
0.00 ,0.08,0.045,400,20,1.75435
0.00 ,0.08,0.045,400,30,1.7552
0.00 ,0.08,0.045,400,40,1.7559
0.00 ,0.08,0.045,400,50,1.7566
0.00 ,0.08,0.05,100,10,1.4279
0.00 ,0.08,0.05,100,20,1.43445
0.00 ,0.08,0.05,100,30,1.44045
0.00 ,0.08,0.05,100,40,1.44615
0.00 ,0.08,0.05,100,50,1.45165
0.00 ,0.08,0.05,200,10,1.5671
0.00 ,0.08,0.05,200,20,1.56955
0.00 ,0.08,0.05,200,30,1.57165
0.00 ,0.08,0.05,200,40,1.5736
0.00 ,0.08,0.05,200,50,1.57545
0.00 ,0.08,0.05,300,10,1.62135
0.00 ,0.08,0.05,300,20,1.62265
0.00 ,0.08,0.05,300,30,1.62375
0.00 ,0.08,0.05,300,40,1.62475
0.00 ,0.08,0.05,300,50,1.6257
0.00 ,0.08,0.05,400,10,1.65025
0.00 ,0.08,0.05,400,20,1.65115
0.00 ,0.08,0.05,400,30,1.6519
0.00 ,0.08,0.05,400,40,1.65255
0.00 ,0.08,0.05,400,50,1.6531
0.00 ,0.1,0.005,100,10,3.71025
0.00 ,0.1,0.005,100,20,3.7544
0.00 ,0.1,0.005,100,30,3.79335
0.00 ,0.1,0.005,100,40,3.8303
0.00 ,0.1,0.005,100,50,3.86585
0.00 ,0.1,0.005,200,10,4.69095
0.00 ,0.1,0.005,200,20,4.71715
0.00 ,0.1,0.005,200,30,4.7362
0.00 ,0.1,0.005,200,40,4.75325
0.00 ,0.1,0.005,200,50,4.76935
0.00 ,0.1,0.005,300,10,5.1575
0.00 ,0.1,0.005,300,20,5.179
0.00 ,0.1,0.005,300,30,5.192
0.00 ,0.1,0.005,300,40,5.2025
0.00 ,0.1,0.005,300,50,5.212
0.00 ,0.1,0.005,400,10,5.4305
0.00 ,0.1,0.005,400,20,5.45
0.00 ,0.1,0.005,400,30,5.4605
0.00 ,0.1,0.005,400,40,5.468
0.00 ,0.1,0.005,400,50,5.4745
0.00 ,0.1,0.01,100,10,2.9404
0.00 ,0.1,0.01,100,20,2.96675
0.00 ,0.1,0.01,100,30,2.9903
0.00 ,0.1,0.01,100,40,3.0126
0.00 ,0.1,0.01,100,50,3.03405
0.00 ,0.1,0.01,200,10,3.5111
0.00 ,0.1,0.01,200,20,3.5244
0.00 ,0.1,0.01,200,30,3.53445
0.00 ,0.1,0.01,200,40,3.54355
0.00 ,0.1,0.01,200,50,3.5522
0.00 ,0.1,0.01,300,10,3.7611
0.00 ,0.1,0.01,300,20,3.7709
0.00 ,0.1,0.01,300,30,3.7771
0.00 ,0.1,0.01,300,40,3.78235
0.00 ,0.1,0.01,300,50,3.7872
0.00 ,0.1,0.01,400,10,3.90135
0.00 ,0.1,0.01,400,20,3.90985
0.00 ,0.1,0.01,400,30,3.9145
0.00 ,0.1,0.01,400,40,3.91815
0.00 ,0.1,0.01,400,50,3.92135
0.00 ,0.1,0.015,100,10,2.5435
0.00 ,0.1,0.015,100,20,2.56265
0.00 ,0.1,0.015,100,30,2.57985
0.00 ,0.1,0.015,100,40,2.59615
0.00 ,0.1,0.015,100,50,2.6118
0.00 ,0.1,0.015,200,10,2.9525
0.00 ,0.1,0.015,200,20,2.9614
0.00 ,0.1,0.015,200,30,2.9683
0.00 ,0.1,0.015,200,40,2.97455
0.00 ,0.1,0.015,200,50,2.9805
0.00 ,0.1,0.015,300,10,3.1245
0.00 ,0.1,0.015,300,20,3.1308
0.00 ,0.1,0.015,300,30,3.1349
0.00 ,0.1,0.015,300,40,3.1384
0.00 ,0.1,0.015,300,50,3.14165
0.00 ,0.1,0.015,400,10,3.21925
0.00 ,0.1,0.015,400,20,3.22455
0.00 ,0.1,0.015,400,30,3.2275
0.00 ,0.1,0.015,400,40,3.2299
0.00 ,0.1,0.015,400,50,3.232
0.00 ,0.1,0.02,100,10,2.28025
0.00 ,0.1,0.02,100,20,2.29535
0.00 ,0.1,0.02,100,30,2.30895
0.00 ,0.1,0.02,100,40,2.3218
0.00 ,0.1,0.02,100,50,2.3341
0.00 ,0.1,0.02,200,10,2.59885
0.00 ,0.1,0.02,200,20,2.60555
0.00 ,0.1,0.02,200,30,2.61075
0.00 ,0.1,0.02,200,40,2.61555
0.00 ,0.1,0.02,200,50,2.62005
0.00 ,0.1,0.02,300,10,2.7294
0.00 ,0.1,0.02,300,20,2.73405
0.00 ,0.1,0.02,300,30,2.7371
0.00 ,0.1,0.02,300,40,2.7397
0.00 ,0.1,0.02,300,50,2.74215
0.00 ,0.1,0.02,400,10,2.8005
0.00 ,0.1,0.02,400,20,2.80435
0.00 ,0.1,0.02,400,30,2.8065
0.00 ,0.1,0.02,400,40,2.80825
0.00 ,0.1,0.02,400,50,2.80985
0.00 ,0.1,0.025,100,10,2.0843
0.00 ,0.1,0.025,100,20,2.09675
0.00 ,0.1,0.025,100,30,2.1079
0.00 ,0.1,0.025,100,40,2.1185
0.00 ,0.1,0.025,100,50,2.1287
0.00 ,0.1,0.025,200,10,2.34365
0.00 ,0.1,0.025,200,20,2.349
0.00 ,0.1,0.025,200,30,2.3532
0.00 ,0.1,0.025,200,40,2.35705
0.00 ,0.1,0.025,200,50,2.36075
0.00 ,0.1,0.025,300,10,2.4479
0.00 ,0.1,0.025,300,20,2.45155
0.00 ,0.1,0.025,300,30,2.454
0.00 ,0.1,0.025,300,40,2.45605
0.00 ,0.1,0.025,300,50,2.458
0.00 ,0.1,0.025,400,10,2.50415
0.00 ,0.1,0.025,400,20,2.5071
0.00 ,0.1,0.025,400,30,2.5089
0.00 ,0.1,0.025,400,40,2.5103
0.00 ,0.1,0.025,400,50,2.51155
0.00 ,0.1,0.03,100,10,1.92855
0.00 ,0.1,0.03,100,20,1.93905
0.00 ,0.1,0.03,100,30,1.9485
0.00 ,0.1,0.03,100,40,1.9574
0.00 ,0.1,0.03,100,50,1.96595
0.00 ,0.1,0.03,200,10,2.1458
0.00 ,0.1,0.03,200,20,2.1502
0.00 ,0.1,0.03,200,30,2.15365
0.00 ,0.1,0.03,200,40,2.1568
0.00 ,0.1,0.03,200,50,2.15985
0.00 ,0.1,0.03,300,10,2.23185
0.00 ,0.1,0.03,300,20,2.2348
0.00 ,0.1,0.03,300,30,2.2368
0.00 ,0.1,0.03,300,40,2.2385
0.00 ,0.1,0.03,300,50,2.24005
0.00 ,0.1,0.03,400,10,2.27795
0.00 ,0.1,0.03,400,20,2.2804
0.00 ,0.1,0.03,400,30,2.2818
0.00 ,0.1,0.03,400,40,2.2829
0.00 ,0.1,0.03,400,50,2.2839
0.00 ,0.1,0.035,100,10,1.7997
0.00 ,0.1,0.035,100,20,1.80875
0.00 ,0.1,0.035,100,30,1.81685
0.00 ,0.1,0.035,100,40,1.82455
0.00 ,0.1,0.035,100,50,1.8319
0.00 ,0.1,0.035,200,10,1.98515
0.00 ,0.1,0.035,200,20,1.98885
0.00 ,0.1,0.035,200,30,1.99175
0.00 ,0.1,0.035,200,40,1.99445
0.00 ,0.1,0.035,200,50,1.997
0.00 ,0.1,0.035,300,10,2.0577
0.00 ,0.1,0.035,300,20,2.0602
0.00 ,0.1,0.035,300,30,2.06185
0.00 ,0.1,0.035,300,40,2.0633
0.00 ,0.1,0.035,300,50,2.06465
0.00 ,0.1,0.035,400,10,2.09645
0.00 ,0.1,0.035,400,20,2.09845
0.00 ,0.1,0.035,400,30,2.0996
0.00 ,0.1,0.035,400,40,2.10055
0.00 ,0.1,0.035,400,50,2.1014
0.00 ,0.1,0.04,100,10,1.69005
0.00 ,0.1,0.04,100,20,1.6979
0.00 ,0.1,0.04,100,30,1.70495
0.00 ,0.1,0.04,100,40,1.71165
0.00 ,0.1,0.04,100,50,1.71805
0.00 ,0.1,0.04,200,10,1.85065
0.00 ,0.1,0.04,200,20,1.85385
0.00 ,0.1,0.04,200,30,1.85635
0.00 ,0.1,0.04,200,40,1.8586
0.00 ,0.1,0.04,200,50,1.8608
0.00 ,0.1,0.04,300,10,1.9129
0.00 ,0.1,0.04,300,20,1.915
0.00 ,0.1,0.04,300,30,1.9164
0.00 ,0.1,0.04,300,40,1.91765
0.00 ,0.1,0.04,300,50,1.91875
0.00 ,0.1,0.04,400,10,1.94595
0.00 ,0.1,0.04,400,20,1.9477
0.00 ,0.1,0.04,400,30,1.94865
0.00 ,0.1,0.04,400,40,1.94945
0.00 ,0.1,0.04,400,50,1.9502
0.00 ,0.1,0.045,100,10,1.59485
0.00 ,0.1,0.045,100,20,1.60175
0.00 ,0.1,0.045,100,30,1.608
0.00 ,0.1,0.045,100,40,1.6139
0.00 ,0.1,0.045,100,50,1.6195
0.00 ,0.1,0.045,200,10,1.7354
0.00 ,0.1,0.045,200,20,1.73815
0.00 ,0.1,0.045,200,30,1.7403
0.00 ,0.1,0.045,200,40,1.7423
0.00 ,0.1,0.045,200,50,1.7442
0.00 ,0.1,0.045,300,10,1.7894
0.00 ,0.1,0.045,300,20,1.7912
0.00 ,0.1,0.045,300,30,1.7924
0.00 ,0.1,0.045,300,40,1.79345
0.00 ,0.1,0.045,300,50,1.7944
0.00 ,0.1,0.045,400,10,1.818
0.00 ,0.1,0.045,400,20,1.8194
0.00 ,0.1,0.045,400,30,1.82025
0.00 ,0.1,0.045,400,40,1.8209
0.00 ,0.1,0.045,400,50,1.8215
0.00 ,0.1,0.05,100,10,1.51105
0.00 ,0.1,0.05,100,20,1.5172
0.00 ,0.1,0.05,100,30,1.52275
0.00 ,0.1,0.05,100,40,1.52795
0.00 ,0.1,0.05,100,50,1.53295
0.00 ,0.1,0.05,200,10,1.63515
0.00 ,0.1,0.05,200,20,1.6376
0.00 ,0.1,0.05,200,30,1.63955
0.00 ,0.1,0.05,200,40,1.6413
0.00 ,0.1,0.05,200,50,1.643
0.00 ,0.1,0.05,300,10,1.6825
0.00 ,0.1,0.05,300,20,1.6841
0.00 ,0.1,0.05,300,30,1.68515
0.00 ,0.1,0.05,300,40,1.6861
0.00 ,0.1,0.05,300,50,1.68695
0.00 ,0.1,0.05,400,10,1.70745
0.00 ,0.1,0.05,400,20,1.7087
0.00 ,0.1,0.05,400,30,1.70945
0.00 ,0.1,0.05,400,40,1.7101
0.00 ,0.1,0.05,400,50,1.71065
0.10 ,0.02,0.005,100,10,1.36155
0.10 ,0.02,0.005,100,20,1.38415
0.10 ,0.02,0.005,100,30,1.4065
0.10 ,0.02,0.005,100,40,1.42835
0.10 ,0.02,0.005,100,50,1.4501
0.10 ,0.02,0.005,200,10,2.10385
0.10 ,0.02,0.005,200,20,2.11965
0.10 ,0.02,0.005,200,30,2.13515
0.10 ,0.02,0.005,200,40,2.15035
0.10 ,0.02,0.005,200,50,2.1655
0.10 ,0.02,0.005,300,10,2.6414
0.10 ,0.02,0.005,300,20,2.6538
0.10 ,0.02,0.005,300,30,2.66555
0.10 ,0.02,0.005,300,40,2.67735
0.10 ,0.02,0.005,300,50,2.689
0.10 ,0.02,0.005,400,10,3.06615
0.10 ,0.02,0.005,400,20,3.07635
0.10 ,0.02,0.005,400,30,3.08655
0.10 ,0.02,0.005,400,40,3.09595
0.10 ,0.02,0.005,400,50,3.1054
0.10 ,0.02,0.01,100,10,1.28095
0.10 ,0.02,0.01,100,20,1.3008
0.10 ,0.02,0.01,100,30,1.3203
0.10 ,0.02,0.01,100,40,1.3395
0.10 ,0.02,0.01,100,50,1.3585
0.10 ,0.02,0.01,200,10,1.9201
0.10 ,0.02,0.01,200,20,1.93315
0.10 ,0.02,0.01,200,30,1.94615
0.10 ,0.02,0.01,200,40,1.959
0.10 ,0.02,0.01,200,50,1.97175
0.10 ,0.02,0.01,300,10,2.37155
0.10 ,0.02,0.01,300,20,2.3817
0.10 ,0.02,0.01,300,30,2.39155
0.10 ,0.02,0.01,300,40,2.40135
0.10 ,0.02,0.01,300,50,2.41115
0.10 ,0.02,0.01,400,10,2.72805
0.10 ,0.02,0.01,400,20,2.7369
0.10 ,0.02,0.01,400,30,2.7448
0.10 ,0.02,0.01,400,40,2.75285
0.10 ,0.02,0.01,400,50,2.7608
0.10 ,0.02,0.015,100,10,1.2273
0.10 ,0.02,0.015,100,20,1.24545
0.10 ,0.02,0.015,100,30,1.26325
0.10 ,0.02,0.015,100,40,1.2809
0.10 ,0.02,0.015,100,50,1.29825
0.10 ,0.02,0.015,200,10,1.8053
0.10 ,0.02,0.015,200,20,1.81725
0.10 ,0.02,0.015,200,30,1.82885
0.10 ,0.02,0.015,200,40,1.8404
0.10 ,0.02,0.015,200,50,1.8517
0.10 ,0.02,0.015,300,10,2.21
0.10 ,0.02,0.015,300,20,2.21905
0.10 ,0.02,0.015,300,30,2.2282
0.10 ,0.02,0.015,300,40,2.2371
0.10 ,0.02,0.015,300,50,2.24575
0.10 ,0.02,0.015,400,10,2.5315
0.10 ,0.02,0.015,400,20,2.53925
0.10 ,0.02,0.015,400,30,2.54665
0.10 ,0.02,0.015,400,40,2.55405
0.10 ,0.02,0.015,400,50,2.5614
0.10 ,0.02,0.02,100,10,1.18505
0.10 ,0.02,0.02,100,20,1.2019
0.10 ,0.02,0.02,100,30,1.2185
0.10 ,0.02,0.02,100,40,1.23485
0.10 ,0.02,0.02,100,50,1.25095
0.10 ,0.02,0.02,200,10,1.719
0.10 ,0.02,0.02,200,20,1.73
0.10 ,0.02,0.02,200,30,1.7407
0.10 ,0.02,0.02,200,40,1.75135
0.10 ,0.02,0.02,200,50,1.7617
0.10 ,0.02,0.02,300,10,2.09215
0.10 ,0.02,0.02,300,20,2.10045
0.10 ,0.02,0.02,300,30,2.1085
0.10 ,0.02,0.02,300,40,2.1168
0.10 ,0.02,0.02,300,50,2.1247
0.10 ,0.02,0.02,400,10,2.3902
0.10 ,0.02,0.02,400,20,2.39725
0.10 ,0.02,0.02,400,30,2.40415
0.10 ,0.02,0.02,400,40,2.4109
0.10 ,0.02,0.02,400,50,2.41755
0.10 ,0.02,0.025,100,10,1.14925
0.10 ,0.02,0.025,100,20,1.16515
0.10 ,0.02,0.025,100,30,1.1807
0.10 ,0.02,0.025,100,40,1.1961
0.10 ,0.02,0.025,100,50,1.2111
0.10 ,0.02,0.025,200,10,1.64885
0.10 ,0.02,0.025,200,20,1.65885
0.10 ,0.02,0.025,200,30,1.66885
0.10 ,0.02,0.025,200,40,1.67875
0.10 ,0.02,0.025,200,50,1.6886
0.10 ,0.02,0.025,300,10,1.9977
0.10 ,0.02,0.025,300,20,2.0058
0.10 ,0.02,0.025,300,30,2.01325
0.10 ,0.02,0.025,300,40,2.02115
0.10 ,0.02,0.025,300,50,2.02845
0.10 ,0.02,0.025,400,10,2.27915
0.10 ,0.02,0.025,400,20,2.28585
0.10 ,0.02,0.025,400,30,2.2928
0.10 ,0.02,0.025,400,40,2.2989
0.10 ,0.02,0.025,400,50,2.30555
0.10 ,0.02,0.03,100,10,1.1179
0.10 ,0.02,0.03,100,20,1.13285
0.10 ,0.02,0.03,100,30,1.1476
0.10 ,0.02,0.03,100,40,1.1621
0.10 ,0.02,0.03,100,50,1.1764
0.10 ,0.02,0.03,200,10,1.58905
0.10 ,0.02,0.03,200,20,1.5987
0.10 ,0.02,0.03,200,30,1.6079
0.10 ,0.02,0.03,200,40,1.61725
0.10 ,0.02,0.03,200,50,1.62655
0.10 ,0.02,0.03,300,10,1.919
0.10 ,0.02,0.03,300,20,1.9266
0.10 ,0.02,0.03,300,30,1.9338
0.10 ,0.02,0.03,300,40,1.9411
0.10 ,0.02,0.03,300,50,1.94825
0.10 ,0.02,0.03,400,10,2.18745
0.10 ,0.02,0.03,400,20,2.194
0.10 ,0.02,0.03,400,30,2.20005
0.10 ,0.02,0.03,400,40,2.20645
0.10 ,0.02,0.03,400,50,2.21255
0.10 ,0.02,0.035,100,10,1.0896
0.10 ,0.02,0.035,100,20,1.1039
0.10 ,0.02,0.035,100,30,1.11795
0.10 ,0.02,0.035,100,40,1.13165
0.10 ,0.02,0.035,100,50,1.1453
0.10 ,0.02,0.035,200,10,1.5369
0.10 ,0.02,0.035,200,20,1.54585
0.10 ,0.02,0.035,200,30,1.55485
0.10 ,0.02,0.035,200,40,1.56365
0.10 ,0.02,0.035,200,50,1.57255
0.10 ,0.02,0.035,300,10,1.8517
0.10 ,0.02,0.035,300,20,1.8586
0.10 ,0.02,0.035,300,30,1.8656
0.10 ,0.02,0.035,300,40,1.8726
0.10 ,0.02,0.035,300,50,1.87945
0.10 ,0.02,0.035,400,10,2.1096
0.10 ,0.02,0.035,400,20,2.11565
0.10 ,0.02,0.035,400,30,2.12165
0.10 ,0.02,0.035,400,40,2.1277
0.10 ,0.02,0.035,400,50,2.1337
0.10 ,0.02,0.04,100,10,1.06385
0.10 ,0.02,0.04,100,20,1.0775
0.10 ,0.02,0.04,100,30,1.0908
0.10 ,0.02,0.04,100,40,1.10405
0.10 ,0.02,0.04,100,50,1.11695
0.10 ,0.02,0.04,200,10,1.49045
0.10 ,0.02,0.04,200,20,1.499
0.10 ,0.02,0.04,200,30,1.50765
0.10 ,0.02,0.04,200,40,1.5161
0.10 ,0.02,0.04,200,50,1.52445
0.10 ,0.02,0.04,300,10,1.7923
0.10 ,0.02,0.04,300,20,1.799
0.10 ,0.02,0.04,300,30,1.80565
0.10 ,0.02,0.04,300,40,1.8122
0.10 ,0.02,0.04,300,50,1.81895
0.10 ,0.02,0.04,400,10,2.0419
0.10 ,0.02,0.04,400,20,2.0479
0.10 ,0.02,0.04,400,30,2.05325
0.10 ,0.02,0.04,400,40,2.0594
0.10 ,0.02,0.04,400,50,2.06485
0.10 ,0.02,0.045,100,10,1.0401
0.10 ,0.02,0.045,100,20,1.05315
0.10 ,0.02,0.045,100,30,1.06595
0.10 ,0.02,0.045,100,40,1.0785
0.10 ,0.02,0.045,100,50,1.09095
0.10 ,0.02,0.045,200,10,1.4486
0.10 ,0.02,0.045,200,20,1.45685
0.10 ,0.02,0.045,200,30,1.4651
0.10 ,0.02,0.045,200,40,1.47315
0.10 ,0.02,0.045,200,50,1.4813
0.10 ,0.02,0.045,300,10,1.7396
0.10 ,0.02,0.045,300,20,1.74605
0.10 ,0.02,0.045,300,30,1.7526
0.10 ,0.02,0.045,300,40,1.7591
0.10 ,0.02,0.045,300,50,1.7654
0.10 ,0.02,0.045,400,10,1.98205
0.10 ,0.02,0.045,400,20,1.98805
0.10 ,0.02,0.045,400,30,1.99325
0.10 ,0.02,0.045,400,40,1.9993
0.10 ,0.02,0.045,400,50,2.0047
0.10 ,0.02,0.05,100,10,1.01805
0.10 ,0.02,0.05,100,20,1.0305
0.10 ,0.02,0.05,100,30,1.04285
0.10 ,0.02,0.05,100,40,1.05495
0.10 ,0.02,0.05,100,50,1.06675
0.10 ,0.02,0.05,200,10,1.41055
0.10 ,0.02,0.05,200,20,1.4188
0.10 ,0.02,0.05,200,30,1.4263
0.10 ,0.02,0.05,200,40,1.43425
0.10 ,0.02,0.05,200,50,1.44205
0.10 ,0.02,0.05,300,10,1.69225
0.10 ,0.02,0.05,300,20,1.69865
0.10 ,0.02,0.05,300,30,1.7052
0.10 ,0.02,0.05,300,40,1.7113
0.10 ,0.02,0.05,300,50,1.7173
0.10 ,0.02,0.05,400,10,1.9289
0.10 ,0.02,0.05,400,20,1.9343
0.10 ,0.02,0.05,400,30,1.94
0.10 ,0.02,0.05,400,40,1.9461
0.10 ,0.02,0.05,400,50,1.95135
0.10 ,0.04,0.005,100,10,2.2102
0.10 ,0.04,0.005,100,20,2.2442
0.10 ,0.04,0.005,100,30,2.2772
0.10 ,0.04,0.005,100,40,2.3093
0.10 ,0.04,0.005,100,50,2.341
0.10 ,0.04,0.005,200,10,3.25335
0.10 ,0.04,0.005,200,20,3.2758
0.10 ,0.04,0.005,200,30,3.2972
0.10 ,0.04,0.005,200,40,3.31805
0.10 ,0.04,0.005,200,50,3.3388
0.10 ,0.04,0.005,300,10,3.9783
0.10 ,0.04,0.005,300,20,3.99625
0.10 ,0.04,0.005,300,30,4.01235
0.10 ,0.04,0.005,300,40,4.02835
0.10 ,0.04,0.005,300,50,4.04425
